"dane","municipio","departamento","potencial","total","senado.nal","senado.ind","blancos","sin.marcar","nulos","abstencion","CAMBIO RADICAL","CDMFCG","CONSERVADORES","LA U","LIBERALES","MIRA","PDA","POC","VERDES","validos"
25224,"CUCUNUBA","Cundinamarca",4490,2347,1829,60,215,161,297,47.728285077951," 25","195","833","277","196"," 23"," 35"," 14"," 16",2104
25245,"EL COLEGIO","Cundinamarca",18115,7157,6140,102,256,399,516,60.4913055478885," 879","1454","1119","1179"," 611"," 202"," 183","  73"," 184",6498
25258,"EL PEÃON","Cundinamarca",4233,1526,1194,19,26,227,86,63.9499173163241,"276","413","114","244"," 68","  2"," 34","  7"," 10",1239
25260,"EL ROSAL","Cundinamarca",11870,6863,5287,173,476,371,1032,42.1819713563606," 270","2101"," 243"," 490","1395","  52","  65"," 104","  91",5936
25269,"FACATATIVA","Cundinamarca",79941,42484,32491,1130,4126,1841,7022,46.8558061570408,"3704","8636","3013","4933","3876","1248","1306"," 616","1033",37747
25279,"FOMEQUE","Cundinamarca",9176,4250,3688,62,194,213,287,53.6835222319093,"  79","1265","1424"," 464","  82","  17","  93","  37","  33",3944
25281,"FOSCA","Cundinamarca",5367,2419,1970,40,84,199,210,54.9282653251351,"212","321","625","566"," 73","  7"," 43"," 14"," 25",2094
25286,"FUNZA","Cundinamarca",55483,28115,22826,700,2290,1099,3490,49.3268208280014,"7403","4445","1573","2160","2356"," 566"," 725"," 651"," 657",25816
25288,"FUQUENE","Cundinamarca",3636,1573,1235,49,200,106,183,56.7381738173817," 77","145","140","250","308"," 14"," 15","  6"," 80",1484
25290,"FUSAGASUGA","Cundinamarca",89919,38650,31262,690,2627,1646,5052,57.0168707392209,"1058","9459","2161","6944","3141","2665","1645"," 558","1004",34579
25293,"GACHALA","Cundinamarca",5075,1850,1496,43,82,218,93,63.5467980295566,"110","345","243","439","191"," 10"," 24"," 32"," 20",1621
25295,"GACHANCIPA","Cundinamarca",8131,4545,3599,117,356,220,609,44.1028163817489,"930","429","416","960","215"," 54","109"," 73"," 57",4072
25297,"GACHETA","Cundinamarca",9187,3850,3214,72,226,326,238,58.0929574398607,"146","951","651","873","226"," 14"," 65"," 25"," 37",3512
25299,"GAMA","Cundinamarca",3024,1286,1059,30,26,121,76,57.473544973545," 68","212","252","453"," 14","  5"," 15","  4"," 10",1115
25307,"GIRARDOT","Cundinamarca",79072,38507,32123,503,1914,1526,4355,51.3013456090652,"8493","6264","2870","4848","4342"," 942"," 861","1020"," 569",34540
25312,"GRANADA","Cundinamarca",5414,2855,2344,41,139,257,213,47.2663465090506,"140","601","254","518","151"," 23"," 44"," 53","421",2524
25317,"GUACHETA","Cundinamarca",8262,3630,2845,133,340,217,435,56.0639070442992,"668","268","174","493","696"," 64"," 77"," 18"," 47",3318
25320,"GUADUAS","Cundinamarca",21379,9614,8024,103,403,612,875,55.0306375415127," 383","1827"," 701","3174"," 987"," 214"," 139","  87"," 109",8530
25322,"GUASCA","Cundinamarca",9529,3785,3143,101,368,156,385,60.2791478644139," 352"," 650"," 265","1127"," 130","  79","  93","  17","  62",3612
25324,"GUATAQUI","Cundinamarca",2073,915,705,8,15,133,69,55.8610709117221,"187","112"," 62","196"," 71"," 17","  8"," 26"," 11",728
25326,"GUATAVITA","Cundinamarca",4721,2141,1699,37,187,170,235,54.6494386782461," 96","420","200","578","135","  6"," 51","  8"," 18",1923
25328,"GUAYABAL DE SIQUIMA","Cundinamarca",3472,1643,1412,11,62,96,124,52.6785714285714," 80","352","591","194"," 52"," 25"," 33"," 12"," 11",1485
25335,"GUAYABETAL","Cundinamarca",4249,2135,1773,19,87,182,161,49.7528830313015," 75","432","297","779"," 33","  8"," 30"," 15"," 17",1879
25339,"GUTIERREZ","Cundinamarca",2630,1568,1376,11,35,95,86,40.3802281368821," 93","281","663","195"," 71","  6"," 18","  4"," 10",1422
25368,"JERUSALEN","Cundinamarca",2671,1020,823,7,17,103,87,61.8120554099588,"131","205"," 74","252","100","  4"," 23","  6"," 11",847
25372,"JUNIN","Cundinamarca",5508,2410,2036,20,63,216,138,56.2454611474219," 61","249","988","546"," 63"," 13"," 30","  8"," 15",2119
25377,"LA CALERA","Cundinamarca",18819,7106,5795,150,642,222,939,62.2402890695574," 401"," 820","1747"," 658"," 480"," 185"," 405"," 225"," 232",6587
25386,"LA MESA","Cundinamarca",22178,8893,7485,108,461,493,807,59.9017043917396," 955","1849"," 597","1329","1546"," 192"," 238"," 202"," 116",8054
25394,"LA PALMA","Cundinamarca",8676,2668,2066,49,98,366,187,69.2485016136468,"161","682","140","365","281"," 16"," 60","235"," 28",2213
25398,"LA PEÃA","Cundinamarca",5485,2206,1642,27,40,396,141,59.7812215132179," 70","473","687","228"," 55"," 20"," 23"," 25"," 21",1709
25402,"LA VEGA","Cundinamarca",11561,5129,4172,80,311,361,516,55.6353256638699," 410"," 999"," 276","1096"," 492"," 233"," 111"," 163","  81",4563
25407,"LENGUAZAQUE","Cundinamarca",6564,3269,2711,96,306,175,287,50.1980499695308," 157"," 258"," 431","1054"," 311","  30","  44","  96","  24",3113
25426,"MACHETA","Cundinamarca",6170,2404,1947,45,131,283,129,61.0372771474878," 83","394","692","277","261","  6"," 34"," 10"," 59",2123
25430,"MADRID","Cundinamarca",48973,22412,16820,831,2198,1194,3567,54.2360075960223,"1262","4284","1568","3193","1847"," 623"," 644"," 494"," 707",19849
25436,"MANTA","Cundinamarca",4006,2005,1739,17,48,101,148,49.9500748876685," 20","447","511","544","107","  9"," 31"," 10"," 12",1804
25438,"MEDINA","Cundinamarca",6729,2944,2605,17,57,138,184,56.2490711844256,"254","840","441","778","124"," 12"," 35"," 47"," 17",2679
25473,"MOSQUERA","Cundinamarca",50624,23843,18341,748,2322,1295,3459,52.9017857142857,"3406","4958"," 871","2590","1471"," 720"," 746"," 388"," 869",21411
25483,"NARIÃO","Cundinamarca",2450,1110,906,4,26,125,75,54.6938775510204,"241","122"," 98","229","128","  2"," 16","  8"," 36",936
25486,"NEMOCON","Cundinamarca",8244,3824,2985,147,357,280,412,53.6147501213003,"226","410","354","603","588"," 38"," 88","259"," 62",3489
25488,"NILO","Cundinamarca",6091,2866,2514,17,63,127,208,52.9469709407322,"309","333","765","357","556"," 22"," 29"," 24"," 56",2594
25489,"NIMAIMA","Cundinamarca",3104,1671,1434,14,34,140,83,46.1662371134021," 43","405","174","697"," 15"," 28"," 12","  6"," 20",1482
25491,"NOCAIMA","Cundinamarca",5131,2340,1985,20,144,107,228,54.3948548041317,"321","454","516","257"," 54"," 30"," 84"," 56"," 69",2149
25513,"PACHO","Cundinamarca",19721,8221,6811,89,426,720,601,58.3134729476193," 553","1498","2043","1041"," 728"," 185"," 103"," 101"," 133",7326
25518,"PAIME","Cundinamarca",4447,1866,1659,8,33,134,65,58.0391275016865,"  29"," 124","  80","1125","  94","  36","  26"," 105","   7",1700
25524,"PANDI","Cundinamarca",3901,1850,1593,34,49,143,80,52.5762624967957," 85","140","753","178","249","  8"," 77"," 30"," 24",1676
25530,"PARATEBUENO (LA NAGUAYA)","Cundinamarca",6741,3251,2628,28,111,255,340,51.7727340157247,"421","697","104","968"," 85"," 11"," 36","162"," 33",2767
25535,"PASCA","Cundinamarca",7035,2800,2483,39,121,142,136,60.1990049751244,"221","261","755","295","298"," 41","204","129","158",2643
25572,"PUERTO SALGAR","Cundinamarca",13019,4798,3763,92,218,362,581,63.1461709808741,"293","877","230","784","802","182","160","166"," 51",4073
25580,"PULI","Cundinamarca",2737,1090,897,9,15,97,87,60.1753744976251,"189","184","403"," 51"," 22"," 11","  7"," 13","  2",921
25592,"QUEBRADANEGRA","Cundinamarca",3898,2124,1837,17,71,153,117,45.510518214469,"102","680","361","406"," 72"," 14"," 26"," 77"," 28",1925
25594,"QUETAME","Cundinamarca",5215,3129,2738,29,134,161,201,40,"  44"," 374","1168"," 837"," 102","   6","  39","   8","  26",2901
25596,"QUIPILE","Cundinamarca",6093,2472,1925,31,59,301,215,59.4288527818808,"220","811","248","373"," 89","  6"," 80"," 19"," 20",2015
25612,"RICAURTE","Cundinamarca",9916,4538,3638,63,197,369,468,54.2355788624445,"498","648","247","759","920","102"," 75","150"," 42",3898
25645,"SAN ANTONIO DEL TEQUENDAMA","Cundinamarca",8121,2966,2501,50,132,197,218,63.477404260559,"411","564","339","318","493"," 86"," 69"," 14"," 75",2683
25649,"SAN BERNARDO","Cundinamarca",7649,3306,2732,28,114,286,260,56.7786638776311,"210","379","984","682"," 91"," 76","136"," 15"," 45",2874
25653,"SAN CAYETANO","Cundinamarca",4393,1601,1325,16,48,137,123,63.5556567266105," 90","180"," 87","497","373"," 12"," 17"," 13","  8",1389
25658,"SAN FRANCISCO","Cundinamarca",7811,3449,2963,48,200,192,246,55.8443221098451,"194","975","760","465","149"," 30"," 84"," 22"," 84",3211
25662,"SAN JUAN DE RIOSECO","Cundinamarca",8850,3678,2999,20,99,318,341,58.4406779661017," 563","1047"," 241"," 370"," 407","  69"," 117","  61","  25",3118
25718,"SASAIMA","Cundinamarca",8319,3596,2825,55,165,349,367,56.7736506791682,"226","850","626","693","110"," 16"," 64"," 32"," 43",3045
25736,"SESQUILE","Cundinamarca",7213,3470,2669,107,315,194,500,51.892416470262,"212","315","385","848","330"," 43"," 92"," 72"," 57",3091
25740,"SIBATE","Cundinamarca",22823,10327,8281,309,833,658,1079,54.7517854795601,"1213","1939","1555"," 856"," 825"," 239"," 302"," 271"," 248",9423
25743,"SILVANIA","Cundinamarca",15944,6617,5517,82,274,392,626,58.4984947315605," 315","1686"," 988"," 888"," 580"," 369"," 195","  58"," 164",5873
25745,"SIMIJACA","Cundinamarca",8160,3329,2546,102,404,180,501,59.203431372549,"116","508","490","378","435"," 28"," 71"," 35"," 81",3052
25754,"SOACHA","Cundinamarca",190595,72524,56183,2446,6092,3702,10193,61.9486345392062," 5269","11013"," 5837"," 9863"," 6322"," 3238"," 3048"," 1835"," 3666",64721
25758,"SOPO","Cundinamarca",14773,7164,5392,222,787,256,1294,51.50612604075,"352","856","670","954","669","509","284"," 99","212",6401
25769,"SUBACHOQUE","Cundinamarca",10535,5111,3944,153,475,345,669,51.4855244423351," 651","1330"," 510"," 440"," 230","  47"," 102","  53"," 106",4572
25772,"SUESCA","Cundinamarca",9387,5036,3675,201,496,342,818,46.3513369553638,"447","260","448","974","737"," 43","131"," 57"," 82",4372
25777,"SUPATA","Cundinamarca",4176,2049,1630,28,64,180,211,50.933908045977," 48","520","499","359"," 43","  4"," 24"," 32"," 37",1722
25779,"SUSA","Cundinamarca",5011,1994,1550,89,237,149,206,60.2075434045101,"144","134","772"," 90"," 93"," 10"," 44","  8"," 18",1876
25781,"SUTATAUSA","Cundinamarca",3643,1500,1136,75,203,97,192,58.8251441119956,"141","150","134","194","244","  6"," 30"," 13"," 21",1414
25785,"TABIO","Cundinamarca",13638,6339,4813,218,709,257,1051,53.5195776506819," 384"," 965"," 319","1456"," 409"," 102"," 178"," 154"," 137",5740
25793,"TAUSA","Cundinamarca",5481,2240,1637,80,277,194,329,59.1315453384419,"189","201","257","208","406"," 24"," 31"," 12"," 32",1994
25797,"TENA","Cundinamarca",6023,2569,2231,35,90,169,134,57.3468371243566,"654","489","251","254","350"," 22"," 33"," 40"," 48",2356
25799,"TENJO","Cundinamarca",12853,5997,4650,211,522,255,881,53.3416323037423," 622","1139"," 184"," 946"," 721"," 114"," 161","  53"," 188",5383
25805,"TIBACUY","Cundinamarca",3652,1532,1212,19,44,161,140,58.0503833515882,"113","327","161","288"," 97"," 32"," 45"," 80"," 25",1275
25807,"TIBIRITA","Cundinamarca",3031,1418,1231,17,35,109,61,53.2167601451666," 70"," 86","483","478"," 38","  6"," 21","  4"," 10",1283
25815,"TOCAIMA","Cundinamarca",12750,5316,4560,85,219,362,309,58.3058823529412," 776","1290"," 394"," 636"," 768"," 163","  99"," 137","  78",4864
25817,"TOCANCIPA","Cundinamarca",21541,11034,7990,449,1213,505,2090,48.7767513114526," 768","1195"," 998","2243"," 785"," 196"," 300"," 124"," 168",9652
25823,"TOPAIPI","Cundinamarca",4062,2005,1447,6,27,189,363,50.6400787789266,"391","123"," 42","142","644","  6"," 10"," 54","  8",1480
25839,"UBALA","Cundinamarca",8461,3410,2704,49,124,283,374,59.6974352913367,"130","491","989","716","113","  7"," 74"," 43"," 17",2877
25841,"UBAQUE","Cundinamarca",5476,2286,1805,29,139,181,271,58.254200146092," 43","364","645","297","150"," 38"," 72"," 33"," 24",1973
25843,"UBATE","Cundinamarca",28666,11876,8732,690,2296,640,1814,58.5711295611526," 601","1704"," 909"," 831","1239"," 536"," 303"," 145"," 168",11718
25845,"UNE","Cundinamarca",6019,3449,3010,27,134,175,237,42.6981226117295,"382","326","411","873","774","  4"," 61","  6"," 39",3171
25851,"UTICA","Cundinamarca",4570,2321,2012,14,35,228,67,49.2122538293217,"148","650","580","328","194"," 12"," 17"," 31"," 17",2061
25506,"VENECIA","Cundinamarca",3458,1332,1146,17,59,80,89,61.4806246385194," 78","268","283","122","144","  2"," 72"," 96"," 22",1222
25862,"VERGARA","Cundinamarca",7031,2785,2218,35,45,382,150,60.3897027449865,"140","690","644","536"," 55"," 21"," 30"," 41"," 16",2298
25867,"VIANI","Cundinamarca",3782,1474,1219,18,46,146,91,61.0259122157589,"239","346"," 85","215","220"," 10"," 20"," 20"," 18",1283
25871,"VILLAGOMEZ","Cundinamarca",1883,920,782,10,30,83,45,51.141795007966," 31","116","128","383"," 36","  3"," 20"," 31","  4",822
25873,"VILLAPINZON","Cundinamarca",12252,6462,4486,501,1530,462,1013,47.2575905974535,"128","717","736","986","142"," 13","102"," 46"," 86",6517
25875,"VILLETA","Cundinamarca",20843,9716,8216,150,401,621,729,53.3848294391402," 500","3067"," 956","1345"," 455"," 199"," 218","  76"," 999",8767
25878,"VIOTA","Cundinamarca",9801,3820,3205,39,96,354,222,61.0243852668095," 295","1259"," 134"," 545"," 488","  32"," 114","  75"," 167",3340
25885,"YACOPI","Cundinamarca",11582,4637,3611,36,58,499,491,59.9637368330168," 232"," 268"," 222","1284"," 188","  10","  22","1269","  58",3705
25898,"ZIPACON","Cundinamarca",3786,1925,1569,33,118,131,192,49.1547807712625,"255","403","141","341","180"," 15"," 39"," 28"," 49",1720
25899,"ZIPAQUIRA","Cundinamarca",75448,36089,27439,1047,4680,1151,6452,52.167055455413,"1687","4005","1290","3016","9651"," 540","1459"," 294"," 817",33166
94343,"BARRANCO MINAS","Guainía",1949,970,368,132,23,427,43,50.2308876346845,"86","14","13","62","42"," 2"," 8","67","51",523
94886,"CACAHUAL","Guainía",308,139,137,2,88,0,0,54.8701298701299," 0"," 1"," 3"," 8"," 7"," 0"," 1","26"," 3",227
94001,"INIRIDA","Guainía",16808,9608,5929,1056,304,2220,403,42.836744407425," 632","1763"," 583"," 673"," 696","  27"," 138"," 690"," 423",7289
94885,"LA GUADALUPE","Guainía",118,76,19,2,1,55,0,35.5932203389831," 3"," 3"," 0"," 0"," 0"," 0"," 0"," 1","11",22
94663,"MAPIRIPANA","Guainía",582,56,37,4,3,12,3,90.3780068728522," 3"," 0"," 2"," 2","11"," 1"," 2"," 9"," 4",44
94888,"MORICHAL (MORICHAL NUEVO)","Guainía",157,0,0,0,0,0,0,100,"0","0","0","0","0","0","0","0","0",0
94887,"PANA PANA (CAMPO ALEGRE)","Guainía",220,130,109,5,9,13,3,40.9090909090909," 0"," 5"," 0"," 9"," 7"," 0"," 0","18","61",123
94884,"PUERTO COLOMBIA","Guainía",967,181,94,19,2,64,4,81.282316442606,"14","12","42"," 3"," 2"," 0"," 0"," 3","16",115
94883,"SAN FELIPE","Guainía",669,315,115,11,0,182,7,52.914798206278,"45"," 9"," 3","10"," 4"," 0"," 1","26","17",126
95015,"CALAMAR","Guaviare",4916,2067,1544,124,44,252,147,57.953620829943," 12","154","167","791","180"," 58"," 35"," 15"," 88",1712
95025,"EL RETORNO","Guaviare",9182,5749,4530,154,116,734,331,37.3883685471575,"  12"," 707"," 560","2536"," 173"," 106","  43"," 106"," 171",4800
95200,"MIRAFLORES","Guaviare",4099,1153,658,87,41,352,56,71.8711880946572," 18"," 33","216","140","154","  5"," 24"," 15"," 12",786
95001,"SAN JOSE DEL GUAVIARE","Guaviare",34969,17307,13573,862,665,1872,1000,50.5075924390174," 294","4180","1181","2178","1954"," 744"," 342"," 506","1529",15100
41006,"ACEVEDO","Huila",17191,8683,7215,97,162,838,533,49.491012739224,"  94","3246","1890"," 767"," 722","  50"," 128","  44"," 112",7474
41013,"AGRADO","Huila",6122,3108,2601,62,216,249,196,49.2322770336491," 21","436","635","320","812"," 91"," 44","  4"," 22",2879
41016,"AIPE","Huila",14486,5684,4603,118,255,530,433,60.7621151456579,"  54"," 985"," 502","1768"," 643"," 189"," 124","  17","  66",4976
41020,"ALGECIRAS","Huila",13521,5602,4344,63,133,724,471,58.5681532431033,"  50"," 605"," 288","1133","1792"," 158","  65","  33","  87",4540
41026,"ALTAMIRA","Huila",2847,1333,1112,15,81,93,113,53.178784685634," 21","198","353","182","215","  6"," 22"," 23"," 11",1208
41078,"BARAYA","Huila",5908,2273,1855,31,90,199,188,61.5267433987813," 13","334","202","545","435","107"," 82"," 21"," 26",1976
41132,"CAMPOALEGRE","Huila",23418,10489,8368,172,384,867,1082,55.2096677769237,"  97","1800","1381","2243","1269"," 642"," 328"," 124"," 100",8924
41206,"COLOMBIA","Huila",6464,3292,2814,17,43,262,199,49.0717821782178,"  20"," 312"," 864"," 305","1211","   7","  35","   7","  10",2874
41244,"ELIAS","Huila",2805,1660,1451,11,28,122,76,40.8199643493761," 26","379","704"," 66","166"," 29"," 16","  2"," 35",1490
41298,"GARZON","Huila",48784,24080,19250,626,2182,2118,2086,50.6395539521154," 203","4023","6803","1395","3319"," 537"," 502"," 105"," 181",22058
41306,"GIGANTE","Huila",17776,7806,6126,177,502,836,667,56.0868586858686,"  66","2393"," 639"," 567","1189"," 316"," 194"," 106"," 154",6805
41319,"GUADALUPE","Huila",11503,5750,4419,147,193,796,388,50.0130400765018,"  32"," 833","1540"," 994"," 576","  60","  87","  78","  26",4759
41349,"HOBO","Huila",5272,2301,1780,47,155,287,187,56.3543247344461," 13","455","236","271","397"," 35"," 60"," 73"," 85",1982
41357,"IQUIRA","Huila",6495,3440,2843,61,103,308,228,47.036181678214," 31","348","821","400","920"," 19"," 73"," 16","112",3007
41359,"ISNOS","Huila",17020,8584,5279,1487,238,1085,733,49.5652173913044,"  48","1621"," 965"," 936"," 971"," 145"," 223","  37","  95",7004
41378,"LA ARGENTINA (PLATA VIEJA)","Huila",9331,4487,3425,159,116,633,270,51.9129782445611,"  25"," 683","1003"," 633"," 670","  30"," 163","  25","  77",3700
41396,"LA PLATA","Huila",38106,17260,13538,525,662,1843,1354,54.7052957539495," 152","3787","3262","1823","2712"," 239"," 573"," 120"," 208",14725
41483,"NATAGA","Huila",4148,2241,1693,107,58,255,186,45.9739633558341," 12","393","652","281","245","  4"," 33","  9","  6",1858
41001,"NEIVA","Huila",237263,105848,85553,1840,7726,5433,13022,55.3879028757118," 1490","21905","14280","10499","16043"," 4808"," 5221","  796"," 2785",95119
41503,"OPORAPA","Huila",6964,3928,3131,46,84,546,205,43.5956346927053,"  16","1418","1071"," 312"," 124","   8","  65","  12","  21",3261
41518,"PAICOL","Huila",4469,2605,2199,34,57,224,148,41.709554710226,"  33"," 475","1210"," 111"," 145","  15","  44","  11","  98",2290
41524,"PALERMO","Huila",19838,8803,7556,115,419,544,588,55.625567093457,"  85","1203","3330"," 874"," 910"," 240"," 314","  80"," 101",8090
41530,"PALESTINA","Huila",8021,4050,3175,75,138,525,275,49.5075427004114,"  48"," 934","1034","  92"," 798","  15","  66","  25","  25",3388
41548,"PITAL","Huila",8829,4525,3516,84,171,466,459,48.7484426322347,"  19"," 576","1190"," 323"," 998","  20"," 149","  21","  49",3771
41551,"PITALITO","Huila",81463,35981,28900,604,1772,3285,3192,55.8314817770031,"  409","11249"," 5242"," 3170"," 4430","  717"," 1201","  259","  451",31276
41615,"RIVERA","Huila",15350,6962,5908,71,325,344,639,54.6449511400651,"  71"," 793","1048"," 748","2262"," 288"," 158"," 134","  81",6304
41660,"SALADOBLANCO","Huila",7851,4496,3550,21,53,576,349,42.7334097567189,"  93","1371"," 528","1025"," 332","   9","  68","  20","  51",3624
41668,"SAN AGUSTIN","Huila",22043,10590,8279,364,312,1150,797,51.9575375402622," 145","2644","1222","1481","1782"," 140"," 262","  37"," 254",8955
41676,"SANTA MARIA","Huila",7514,3490,2963,36,107,259,232,53.5533670481767,"  25","1311","1087","  86"," 212","  10","  87","   5","  33",3106
41770,"SUAZA","Huila",10776,5077,3924,77,170,736,340,52.8860430586489,"  33","1030"," 991"," 470"," 842","  77"," 164","  75","  72",4171
41791,"TARQUI","Huila",10999,6261,5350,79,265,434,398,43.0766433312119,"  26"," 719","2148"," 625","1202","  29","  77","  46"," 213",5694
41799,"TELLO","Huila",10455,4161,3457,55,86,384,265,60.2008608321377,"  34"," 505"," 518"," 664","1147"," 227"," 102"," 136","  38",3598
41801,"TERUEL","Huila",6248,3167,2753,28,68,199,187,49.3117797695262,"  44"," 809","1012"," 119"," 420"," 167","  79","  27","   8",2849
41797,"TESALIA (CARNICERIAS)","Huila",7464,3657,2997,44,174,311,305,51.0048231511254,"  51"," 852","1085"," 366"," 292","  19"," 105","  32","  21",3215
41807,"TIMANA","Huila",14404,7270,5939,129,246,715,487,49.5279089141905," 353","2122","1054"," 864","1015","  99","  90","  21","  75",6314
41872,"VILLAVIEJA","Huila",6433,3585,3078,25,91,227,255,44.2717239235194,"481","197","857","645","645"," 14","108"," 16"," 24",3194
41885,"YAGUARA","Huila",6562,2730,2163,72,186,208,287,58.3968302346846," 29","454","696","251","388"," 22"," 93","  7"," 37",2421
44035,"ALBANIA","Guajira",14998,8487,6595,479,123,593,820,43.4124549939992," 699"," 246","2306","2490"," 290","  25","  89","  50"," 277",7197
44078,"BARRANCAS","Guajira",22785,11512,8920,1290,108,386,916,49.4755321483432,"1767"," 201","1819","3695"," 901","  11","  99","  43"," 276",10318
44090,"DIBULLA","Guajira",19394,10170,8408,111,71,600,1051,47.5611013715582,"2649"," 190","1703","2465"," 581","  37"," 145"," 281"," 286",8590
44098,"DISTRACCION","Guajira",7554,4054,3712,50,28,110,182,46.3330685729415," 607","  96"," 431","2048"," 272","   2","  36","  89"," 103",3790
44110,"EL MOLINO","Guajira",6235,4134,3794,37,21,64,239,33.6968724939856," 941","  77"," 194","2241"," 145","   5","  27","  63","  80",3852
44279,"FONSECA","Guajira",23593,13071,11492,321,125,354,904,44.5979739753317,"5087"," 365","1963","2976"," 346","   9"," 154"," 198"," 269",11938
44378,"HATONUEVO","Guajira",12674,7818,6698,186,75,382,552,38.3146599337226,"1765"," 147"," 694","3161"," 416","   5","  83","  37"," 315",6959
44420,"LA JAGUA DEL PILAR","Guajira",3600,2060,1823,14,5,63,160,42.7777777777778," 169","  46","  92","1337","  86","   2","  17","  13","  56",1842
44430,"MAICAO","Guajira",109736,42481,33509,1129,711,4082,3761,61.288000291609,"8424","2883","7520","6854","4591"," 213"," 648"," 755"," 910",35349
44560,"MANAURE","Guajira",49868,18198,13316,772,88,2109,2001,63.5076602229887,"3346"," 208","4629","3396"," 680","  54"," 164"," 165"," 586",14176
44001,"RIOHACHA","Guajira",100746,51669,42568,2055,791,2632,4414,48.7135965695909,"11024"," 2579"," 6170","10335"," 5129","  293","  838","  773"," 4636",45414
44650,"SAN JUAN DEL CESAR","Guajira",29237,14016,12472,284,144,431,829,52.0607449464719,"3610","1105","1363","4822"," 721","  17"," 153"," 100"," 437",12900
44847,"URIBIA","Guajira",86453,19650,13461,1630,139,2276,2283,77.270887071588,"2041"," 260"," 928","8658"," 858","  14"," 132"," 116"," 315",15230
44855,"URUMITA","Guajira",7591,4569,4177,33,18,101,258,39.8103016730339," 530"," 172"," 874","2149"," 190","   9","  37","  17"," 181",4228
44874,"VILLANUEVA","Guajira",16756,9742,8724,73,78,310,635,41.8596323704942,"1802"," 938"," 585","3951"," 795","  32"," 144","  80"," 319",8875
47030,"ALGARROBO","Magdalena",8898,4962,4042,12,72,515,393,44.2346594740391," 812"," 193"," 303","1878"," 629","  21","  21","  81","  32",4126
47053,"ARACATACA","Magdalena",26874,14081,12223,55,116,870,933,47.6036317630423,"3185"," 764","2630","2307","2190","  90"," 114"," 709"," 118",12394
47058,"ARIGUANI (EL DIFICIL)","Magdalena",20748,10932,8604,76,197,979,1273,47.3105841526894," 830"," 970","1427","1541","2952","  30"," 186"," 245"," 226",8877
47161,"CERRO DE SAN ANTONIO","Magdalena",7916,4449,3985,4,7,131,329,43.7973724103082," 288","  27"," 174","2284","1016","   2","  15"," 127","  45",3996
47170,"CHIVOLO","Magdalena",12193,7525,6362,45,126,532,586,38.2842614614943," 853"," 179","1365","2792"," 623","   4"," 123"," 201","  96",6533
47189,"CIENAGA","Magdalena",75668,36190,29851,221,643,2467,3651,52.1726489401068,"5603","2937","4476","9243","3898"," 623"," 657"," 960"," 811",30715
47205,"CONCORDIA","Magdalena",10181,6189,5572,3,14,177,437,39.2102936843139," 784","  60"," 954","2498","1132","   2","  25","  88","  15",5589
47245,"EL BANCO","Magdalena",43896,22990,20059,87,143,1364,1480,47.6262073993075,"5094","1001","2442","6360","2033"," 145"," 236","2378"," 227",20289
47258,"EL PIÃON","Magdalena",12483,7309,6216,14,44,416,663,41.4483697829047," 589","  39"," 830","2968"," 420","  36","  42","1166","  82",6274
47268,"EL RETEN","Magdalena",11599,6294,5260,21,56,391,622,45.7367014397793," 447"," 232"," 972","2383"," 929","  23","  55"," 125","  38",5337
47288,"FUNDACION","Magdalena",47442,22123,18955,167,346,1231,1770,53.3683234264997,"4635","3005","2337","4825","2246"," 495"," 180"," 621"," 265",19468
47318,"GUAMAL","Magdalena",21396,9434,8244,29,63,403,758,55.907646289026," 497"," 116","1412","5007"," 696","  37","  58"," 168"," 190",8336
47460,"NUEVA GRANADA","Magdalena",13496,8000,6924,26,30,328,722,40.7231772377001,"1206"," 219"," 523","4110"," 537","   6","  37","  74"," 182",6980
47541,"PEDRAZA","Magdalena",8428,5515,4596,1,11,429,489,34.5633602278121," 464"," 104"," 637","2006","1205","   9","  14"," 117","  29",4608
47545,"PIJIÃO DEL CARMEN","Magdalena",7575,4132,3482,23,30,369,258,45.4521452145215," 824","  75","1354"," 682"," 397","   1","  30","  43","  46",3535
47551,"PIVIJAY","Magdalena",27638,14378,12098,74,156,694,1512,47.9774223894638,"1590"," 181","1214","6549"," 911"," 501"," 124"," 699"," 173",12328
47555,"PLATO","Magdalena",36681,19843,17473,70,115,1210,1090,45.903873940187,"5149","1360","3047","4457","2652","  80"," 260"," 194"," 159",17658
47570,"PUEBLOVIEJO","Magdalena",19852,11806,10290,71,72,660,785,40.5299214184969,"1518"," 132","2910","4257"," 761","  26","  70"," 387"," 157",10433
47605,"REMOLINO","Magdalena",7003,3768,3194,10,11,209,355,46.1944880765386," 636","  98"," 699","1186"," 445","   2","  25","  59","  33",3215
47660,"SABANAS DE SAN ANGEL","Magdalena",9606,5685,4634,72,23,488,491,40.8182386008745," 335"," 308"," 675","2849"," 246","   7","  17"," 133","  41",4729
47675,"SALAMINA","Magdalena",7152,3882,3341,6,37,235,300,45.7214765100671," 344","  93"," 220","1846"," 319"," 123","  21"," 277","  61",3384
47692,"SAN SEBASTIAN DE BUENAVISTA","Magdalena",14839,8112,7493,13,23,206,400,45.3332434800189," 785","  75"," 621","5441"," 255","   5","  78"," 133","  77",7529
47703,"SAN ZENON","Magdalena",7602,4760,4339,3,8,164,254,37.3848987108656," 260","  11"," 844","2642"," 190","   0","  29"," 339","  16",4350
